Lake,MD-MVM Id,EU id,Stationskoordinat N/X,Stationskoordinat E/Y,Provplatskoordinat N/X,Provplatskoordinat E/Y,Koordinatsystem,Provtagningsmedium,Program,Delprogram,Projekt,Län,Kommun,MS_CD C2,MS_CD C3,ProvId,Date,Year,Month,Day,min_depth,max_depth,Undersökningstyp,Provkommentar,Al,Al_ICP,Al_NA,Al_NAD,Al_s
Hällsjön,57,SE667151-149602,6669695,540709,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Dalarnas län,Smedjebacken,WA23078743,WA23078743,30390,1998-02-25,1998,2,25,0.50,0.50,NA,NA,NA,NA,NA,NA,80.00
Hällsjön,57,SE667151-149602,6669695,540709,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Dalarnas län,Smedjebacken,WA23078743,WA23078743,30391,1998-05-14,1998,5,14,0.50,0.50,NA,NA,NA,NA,NA,NA,110.00
Hällsjön,57,SE667151-149602,6669695,540709,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Dalarnas län,Smedjebacken,WA23078743,WA23078743,30392,1998-08-12,1998,8,12,0.50,0.50,NA,NA,NA,NA,NA,NA,75.00
Hällsjön,57,SE667151-149602,6669695,540709,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Dalarnas län,Smedjebacken,WA23078743,WA23078743,30393,1998-10-12,1998,10,12,0.50,0.50,NA,NA,NA,NA,NA,NA,90.00
Hällsjön,57,SE667151-149602,6669695,540709,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Dalarnas län,Smedjebacken,WA23078743,WA23078743,30394,1999-03-03,1999,3,3,0.50,0.50,NA,NA,NA,NA,NA,NA,135.00
Hällsjön,57,SE667151-149602,6669695,540709,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Dalarnas län,Smedjebacken,WA23078743,WA23078743,30395,1999-04-27,1999,4,27,0.50,0.50,NA,NA,NA,NA,NA,NA,150.00
Hällsjön,57,SE667151-149602,6669695,540709,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Dalarnas län,Smedjebacken,WA23078743,WA23078743,30396,1999-08-05,1999,8,5,0.50,0.50,NA,NA,NA,NA,NA,NA,130.00
Hällsjön,57,SE667151-149602,6669695,540709,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Dalarnas län,Smedjebacken,WA23078743,WA23078743,30397,1999-10-12,1999,10,12,0.50,0.50,NA,NA,NA,NA,NA,NA,115.00
Hällsjön,57,SE667151-149602,6669695,540709,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Dalarnas län,Smedjebacken,WA23078743,WA23078743,22618,2000-03-01,2000,3,1,0.50,0.50,NA,NA,NA,NA,NA,NA,100.00
Hällsjön,57,SE667151-149602,6669695,540709,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Dalarnas län,Smedjebacken,WA23078743,WA23078743,22619,2000-05-16,2000,5,16,0.50,0.50,NA,NA,NA,NA,NA,NA,105.00
Hällsjön,57,SE667151-149602,6669695,540709,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Dalarnas län,Smedjebacken,WA23078743,WA23078743,22620,2000-08-16,2000,8,16,0.50,0.50,NA,NA,NA,NA,NA,NA,120.00
Hällsjön,57,SE667151-149602,6669695,540709,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Dalarnas län,Smedjebacken,WA23078743,WA23078743,22621,2000-11-14,2000,11,14,0.50,0.50,NA,NA,NA,NA,NA,NA,135.00
Hällsjön,57,SE667151-149602,6669695,540709,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Dalarnas län,Smedjebacken,WA23078743,WA23078743,22622,2001-03-21,2001,3,21,0.50,0.50,NA,NA,NA,NA,NA,NA,175.00
Hällsjön,57,SE667151-149602,6669695,540709,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Dalarnas län,Smedjebacken,WA23078743,WA23078743,22623,2001-05-17,2001,5,17,0.50,0.50,NA,NA,NA,NA,NA,NA,175.00
Hällsjön,57,SE667151-149602,6669695,540709,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Dalarnas län,Smedjebacken,WA23078743,WA23078743,22624,2001-08-21,2001,8,21,0.50,0.50,NA,NA,NA,NA,NA,NA,80.00
Hällsjön,57,SE667151-149602,6669695,540709,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Dalarnas län,Smedjebacken,WA23078743,WA23078743,22625,2001-10-10,2001,10,10,0.50,0.50,NA,NA,NA,NA,NA,NA,90.00
Gipsjön,58,SE672729-138082,6724037,424887,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Dalarnas län,Malung-Sälen,WA67930382,WA67930382,30434,1993-03-22,1993,3,22,0.50,0.50,NA,NA,NA,NA,NA,NA,170.00
Gipsjön,58,SE672729-138082,6724037,424887,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Dalarnas län,Malung-Sälen,WA67930382,WA67930382,30437,1993-08-08,1993,8,8,0.50,0.50,NA,NA,NA,NA,NA,NA,155.00
Gipsjön,58,SE672729-138082,6724037,424887,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Dalarnas län,Malung-Sälen,WA67930382,WA67930382,30440,1994-03-08,1994,3,8,0.50,0.50,NA,NA,NA,NA,NA,NA,200.00
Gipsjön,58,SE672729-138082,6724037,424887,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Dalarnas län,Malung-Sälen,WA67930382,WA67930382,30459,1995-03-01,1995,3,1,0.50,0.50,NA,NA,NA,NA,NA,NA,195.00
Gipsjön,58,SE672729-138082,6724037,424887,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Dalarnas län,Malung-Sälen,WA67930382,WA67930382,30468,1995-08-08,1995,8,8,2.00,2.00,NA,NA,NA,NA,NA,NA,185.00
Gipsjön,58,SE672729-138082,6724037,424887,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Dalarnas län,Malung-Sälen,WA67930382,WA67930382,30469,1996-03-13,1996,3,13,2.80,2.80,NA,NA,NA,NA,NA,NA,220.00
Gipsjön,58,SE672729-138082,6724037,424887,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Dalarnas län,Malung-Sälen,WA67930382,WA67930382,30473,1997-03-04,1997,3,4,1.00,1.00,NA,NA,NA,NA,NA,NA,230.00
Gipsjön,58,SE672729-138082,6724037,424887,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Dalarnas län,Malung-Sälen,WA67930382,WA67930382,30475,1997-08-17,1997,8,17,0.50,0.50,NA,NA,NA,NA,NA,NA,290.00
Gipsjön,58,SE672729-138082,6724037,424887,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Dalarnas län,Malung-Sälen,WA67930382,WA67930382,30477,1998-02-26,1998,2,26,0.50,0.50,NA,NA,NA,NA,NA,NA,200.00
Gipsjön,58,SE672729-138082,6724037,424887,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Dalarnas län,Malung-Sälen,WA67930382,WA67930382,30478,1998-05-11,1998,5,11,0.50,0.50,NA,NA,NA,NA,NA,NA,190.00
Gipsjön,58,SE672729-138082,6724037,424887,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Dalarnas län,Malung-Sälen,WA67930382,WA67930382,30479,1998-08-10,1998,8,10,0.50,0.50,NA,NA,NA,NA,NA,NA,175.00
Gipsjön,58,SE672729-138082,6724037,424887,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Dalarnas län,Malung-Sälen,WA67930382,WA67930382,30480,1998-10-08,1998,10,8,0.50,0.50,NA,NA,NA,NA,NA,NA,195.00
Gipsjön,58,SE672729-138082,6724037,424887,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Dalarnas län,Malung-Sälen,WA67930382,WA67930382,30481,1999-03-01,1999,3,1,0.50,0.50,NA,NA,NA,NA,NA,NA,235.00
Gipsjön,58,SE672729-138082,6724037,424887,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Dalarnas län,Malung-Sälen,WA67930382,WA67930382,30482,1999-05-19,1999,5,19,0.50,0.50,NA,NA,NA,NA,NA,NA,185.00
Gipsjön,58,SE672729-138082,6724037,424887,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Dalarnas län,Malung-Sälen,WA67930382,WA67930382,30483,1999-08-10,1999,8,10,0.50,0.50,NA,NA,NA,NA,NA,NA,195.00
Gipsjön,58,SE672729-138082,6724037,424887,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Dalarnas län,Malung-Sälen,WA67930382,WA67930382,30484,1999-10-07,1999,10,7,0.50,0.50,NA,NA,NA,NA,NA,NA,190.00
Gipsjön,58,SE672729-138082,6724037,424887,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Dalarnas län,Malung-Sälen,WA67930382,WA67930382,22666,2000-02-29,2000,2,29,0.50,0.50,NA,NA,NA,NA,NA,NA,135.00
Gipsjön,58,SE672729-138082,6724037,424887,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Dalarnas län,Malung-Sälen,WA67930382,WA67930382,22667,2000-05-16,2000,5,16,0.50,0.50,NA,NA,NA,NA,NA,NA,160.00
Gipsjön,58,SE672729-138082,6724037,424887,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Dalarnas län,Malung-Sälen,WA67930382,WA67930382,22668,2000-08-17,2000,8,17,0.50,0.50,NA,NA,NA,NA,NA,NA,195.00
Gipsjön,58,SE672729-138082,6724037,424887,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Dalarnas län,Malung-Sälen,WA67930382,WA67930382,22669,2000-11-13,2000,11,13,0.50,0.50,NA,NA,NA,NA,NA,NA,210.00
Gipsjön,58,SE672729-138082,6724037,424887,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Dalarnas län,Malung-Sälen,WA67930382,WA67930382,22670,2001-03-27,2001,3,27,0.50,0.50,NA,NA,NA,NA,NA,NA,210.00
Gipsjön,58,SE672729-138082,6724037,424887,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Dalarnas län,Malung-Sälen,WA67930382,WA67930382,22671,2001-05-22,2001,5,22,0.50,0.50,NA,NA,NA,NA,NA,NA,205.00
Gipsjön,58,SE672729-138082,6724037,424887,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Dalarnas län,Malung-Sälen,WA67930382,WA67930382,22672,2001-08-21,2001,8,21,0.50,0.50,NA,NA,NA,NA,NA,NA,180.00
Gipsjön,58,SE672729-138082,6724037,424887,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Dalarnas län,Malung-Sälen,WA67930382,WA67930382,22673,2001-10-14,2001,10,14,0.50,0.50,NA,NA,NA,NA,NA,NA,205.00
Remmarsjön,60,SE708619-162132,7085765,660807,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Västernorrlands län,Örnsköldsvik,WA79262932,WA79262932,30668,1993-02-15,1993,2,15,2.00,2.00,NA,NA,NA,NA,NA,NA,180.00
Remmarsjön,60,SE708619-162132,7085765,660807,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Västernorrlands län,Örnsköldsvik,WA79262932,WA79262932,30681,1993-08-16,1993,8,16,0.50,0.50,NA,NA,NA,NA,NA,NA,235.00
Remmarsjön,60,SE708619-162132,7085765,660807,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Västernorrlands län,Örnsköldsvik,WA79262932,WA79262932,30690,1994-03-14,1994,3,14,0.50,0.50,NA,NA,NA,NA,NA,NA,145.00
Remmarsjön,60,SE708619-162132,7085765,660807,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Västernorrlands län,Örnsköldsvik,WA79262932,WA79262932,30702,1994-08-16,1994,8,16,0.50,0.50,NA,NA,NA,NA,NA,NA,265.00
Remmarsjön,60,SE708619-162132,7085765,660807,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Västernorrlands län,Örnsköldsvik,WA79262932,WA79262932,30711,1995-02-13,1995,2,13,0.50,0.50,NA,NA,NA,NA,NA,NA,115.00
Remmarsjön,60,SE708619-162132,7085765,660807,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Västernorrlands län,Örnsköldsvik,WA79262932,WA79262932,30721,1995-08-09,1995,8,9,0.50,0.50,NA,NA,NA,NA,NA,NA,160.00
Remmarsjön,60,SE708619-162132,7085765,660807,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Västernorrlands län,Örnsköldsvik,WA79262932,WA79262932,30730,1996-02-20,1996,2,20,0.50,0.50,NA,NA,NA,NA,NA,NA,130.00
Remmarsjön,60,SE708619-162132,7085765,660807,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Västernorrlands län,Örnsköldsvik,WA79262932,WA79262932,30733,1996-04-16,1996,4,16,0.50,0.50,NA,NA,NA,NA,NA,NA,110.00
Remmarsjön,60,SE708619-162132,7085765,660807,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Västernorrlands län,Örnsköldsvik,WA79262932,WA79262932,30736,1996-05-22,1996,5,22,0.50,0.50,NA,NA,NA,NA,NA,NA,160.00
Remmarsjön,60,SE708619-162132,7085765,660807,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Västernorrlands län,Örnsköldsvik,WA79262932,WA79262932,30739,1996-06-10,1996,6,10,0.50,0.50,NA,NA,NA,NA,NA,NA,165.00
Remmarsjön,60,SE708619-162132,7085765,660807,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Västernorrlands län,Örnsköldsvik,WA79262932,WA79262932,30742,1996-07-09,1996,7,9,0.50,0.50,NA,NA,NA,NA,NA,NA,155.00
Remmarsjön,60,SE708619-162132,7085765,660807,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Västernorrlands län,Örnsköldsvik,WA79262932,WA79262932,30745,1996-08-13,1996,8,13,0.50,0.50,NA,NA,NA,NA,NA,NA,165.00
Remmarsjön,60,SE708619-162132,7085765,660807,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Västernorrlands län,Örnsköldsvik,WA79262932,WA79262932,30748,1996-09-10,1996,9,10,0.50,0.50,NA,NA,NA,NA,NA,NA,160.00
Remmarsjön,60,SE708619-162132,7085765,660807,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Västernorrlands län,Örnsköldsvik,WA79262932,WA79262932,30751,1996-10-15,1996,10,15,0.50,0.50,NA,NA,NA,NA,NA,NA,170.00
Remmarsjön,60,SE708619-162132,7085765,660807,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Västernorrlands län,Örnsköldsvik,WA79262932,WA79262932,30754,1997-02-17,1997,2,17,1.00,1.00,NA,NA,NA,NA,NA,NA,200.00
Remmarsjön,60,SE708619-162132,7085765,660807,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Västernorrlands län,Örnsköldsvik,WA79262932,WA79262932,30757,1997-04-14,1997,4,14,0.50,0.50,NA,NA,NA,NA,NA,NA,165.00
Remmarsjön,60,SE708619-162132,7085765,660807,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Västernorrlands län,Örnsköldsvik,WA79262932,WA79262932,30760,1997-05-12,1997,5,12,0.50,0.50,NA,NA,NA,NA,NA,NA,250.00
Remmarsjön,60,SE708619-162132,7085765,660807,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Västernorrlands län,Örnsköldsvik,WA79262932,WA79262932,30762,1997-06-16,1997,6,16,0.50,0.50,NA,NA,NA,NA,NA,NA,165.00
Remmarsjön,60,SE708619-162132,7085765,660807,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Västernorrlands län,Örnsköldsvik,WA79262932,WA79262932,30765,1997-07-14,1997,7,14,0.50,0.50,NA,NA,NA,NA,NA,NA,225.00
Remmarsjön,60,SE708619-162132,7085765,660807,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Västernorrlands län,Örnsköldsvik,WA79262932,WA79262932,30768,1997-08-18,1997,8,18,0.50,0.50,NA,NA,NA,NA,NA,NA,195.00
Remmarsjön,60,SE708619-162132,7085765,660807,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Västernorrlands län,Örnsköldsvik,WA79262932,WA79262932,30771,1997-09-16,1997,9,16,0.50,0.50,NA,NA,NA,NA,NA,NA,195.00
Remmarsjön,60,SE708619-162132,7085765,660807,7085765,660807,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,IKEU (Integrerad KalkningsEffektUppföljning),Västernorrlands län,Örnsköldsvik,WA79262932,WA79262932,643644,1997-09-16,1997,9,16,0.50,0.50,NA,Vid detta provtagningstillfälle har analys av vattenkemi utförts av institutionen för vatten och miljö. SLU. samt institutionen för miljövetenskap och analytisk kemi. Stockholms universitet. Proverna har olika ProvId i Miljödata MVM eftersom de är analyserade på olika lab. men om lokal. datum och provtagningsdjup överensstämmer härrör de från samma vattenprov.,NA,NA,150.00,33.80,NA
Remmarsjön,60,SE708619-162132,7085765,660807,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Västernorrlands län,Örnsköldsvik,WA79262932,WA79262932,30774,1997-10-15,1997,10,15,0.50,0.50,NA,NA,NA,NA,NA,NA,185.00
Remmarsjön,60,SE708619-162132,7085765,660807,7085765,660807,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,IKEU (Integrerad KalkningsEffektUppföljning),Västernorrlands län,Örnsköldsvik,WA79262932,WA79262932,643643,1997-10-15,1997,10,15,0.50,0.50,NA,Vid detta provtagningstillfälle har analys av vattenkemi utförts av institutionen för vatten och miljö. SLU. samt institutionen för miljövetenskap och analytisk kemi. Stockholms universitet. Proverna har olika ProvId i Miljödata MVM eftersom de är analyserade på olika lab. men om lokal. datum och provtagningsdjup överensstämmer härrör de från samma vattenprov.,NA,NA,160.00,41.60,NA
Remmarsjön,60,SE708619-162132,7085765,660807,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Västernorrlands län,Örnsköldsvik,WA79262932,WA79262932,30777,1998-02-16,1998,2,16,0.50,0.50,NA,NA,NA,NA,NA,NA,115.00
Remmarsjön,60,SE708619-162132,7085765,660807,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Västernorrlands län,Örnsköldsvik,WA79262932,WA79262932,30780,1998-04-15,1998,4,15,0.50,0.50,NA,NA,NA,NA,NA,NA,130.00
Remmarsjön,60,SE708619-162132,7085765,660807,7085765,660807,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,IKEU (Integrerad KalkningsEffektUppföljning),Västernorrlands län,Örnsköldsvik,WA79262932,WA79262932,643647,1998-04-15,1998,4,15,0.50,0.50,NA,Vid detta provtagningstillfälle har analys av vattenkemi utförts av institutionen för vatten och miljö. SLU. samt institutionen för miljövetenskap och analytisk kemi. Stockholms universitet. Proverna har olika ProvId i Miljödata MVM eftersom de är analyserade på olika lab. men om lokal. datum och provtagningsdjup överensstämmer härrör de från samma vattenprov.,NA,NA,120.00,52.40,NA
Remmarsjön,60,SE708619-162132,7085765,660807,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Västernorrlands län,Örnsköldsvik,WA79262932,WA79262932,30783,1998-05-18,1998,5,18,0.50,0.50,NA,NA,NA,NA,NA,NA,190.00
Remmarsjön,60,SE708619-162132,7085765,660807,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Västernorrlands län,Örnsköldsvik,WA79262932,WA79262932,30786,1998-06-14,1998,6,14,0.50,0.50,NA,NA,NA,NA,NA,NA,170.00
Remmarsjön,60,SE708619-162132,7085765,660807,7085765,660807,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,IKEU (Integrerad KalkningsEffektUppföljning),Västernorrlands län,Örnsköldsvik,WA79262932,WA79262932,643648,1998-06-14,1998,6,14,0.50,0.50,NA,Vid detta provtagningstillfälle har analys av vattenkemi utförts av institutionen för vatten och miljö. SLU. samt institutionen för miljövetenskap och analytisk kemi. Stockholms universitet. Proverna har olika ProvId i Miljödata MVM eftersom de är analyserade på olika lab. men om lokal. datum och provtagningsdjup överensstämmer härrör de från samma vattenprov.,NA,NA,160.00,66.70,NA
Remmarsjön,60,SE708619-162132,7085765,660807,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Västernorrlands län,Örnsköldsvik,WA79262932,WA79262932,30789,1998-07-13,1998,7,13,0.50,0.50,NA,NA,NA,NA,NA,NA,145.00
Remmarsjön,60,SE708619-162132,7085765,660807,7085765,660807,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,IKEU (Integrerad KalkningsEffektUppföljning),Västernorrlands län,Örnsköldsvik,WA79262932,WA79262932,643649,1998-08-10,1998,8,10,0.50,0.50,NA,Vid detta provtagningstillfälle har analys av vattenkemi utförts av institutionen för vatten och miljö. SLU. samt institutionen för miljövetenskap och analytisk kemi. Stockholms universitet. Proverna har olika ProvId i Miljödata MVM eftersom de är analyserade på olika lab. men om lokal. datum och provtagningsdjup överensstämmer härrör de från samma vattenprov.,NA,NA,200.00,90.70,NA
Remmarsjön,60,SE708619-162132,7085765,660807,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Västernorrlands län,Örnsköldsvik,WA79262932,WA79262932,30795,1998-09-21,1998,9,21,0.50,0.50,NA,NA,NA,NA,NA,NA,260.00
Remmarsjön,60,SE708619-162132,7085765,660807,7085765,660807,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,IKEU (Integrerad KalkningsEffektUppföljning),Västernorrlands län,Örnsköldsvik,WA79262932,WA79262932,643650,1998-09-21,1998,9,21,0.50,0.50,NA,Vid detta provtagningstillfälle har analys av vattenkemi utförts av institutionen för vatten och miljö. SLU. samt institutionen för miljövetenskap och analytisk kemi. Stockholms universitet. Proverna har olika ProvId i Miljödata MVM eftersom de är analyserade på olika lab. men om lokal. datum och provtagningsdjup överensstämmer härrör de från samma vattenprov.,NA,NA,250.00,87.00,NA
Remmarsjön,60,SE708619-162132,7085765,660807,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Västernorrlands län,Örnsköldsvik,WA79262932,WA79262932,30798,1998-10-13,1998,10,13,0.50,0.50,NA,NA,NA,NA,NA,NA,245.00
Remmarsjön,60,SE708619-162132,7085765,660807,7085765,660807,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,IKEU (Integrerad KalkningsEffektUppföljning),Västernorrlands län,Örnsköldsvik,WA79262932,WA79262932,643645,1998-10-13,1998,10,13,0.50,0.50,NA,Vid detta provtagningstillfälle har analys av vattenkemi utförts av institutionen för vatten och miljö. SLU. samt institutionen för miljövetenskap och analytisk kemi. Stockholms universitet. Proverna har olika ProvId i Miljödata MVM eftersom de är analyserade på olika lab. men om lokal. datum och provtagningsdjup överensstämmer härrör de från samma vattenprov.,NA,NA,240.00,87.80,NA
Remmarsjön,60,SE708619-162132,7085765,660807,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Västernorrlands län,Örnsköldsvik,WA79262932,WA79262932,30801,1999-02-17,1999,2,17,0.50,0.50,NA,NA,NA,NA,NA,NA,175.00
Remmarsjön,60,SE708619-162132,7085765,660807,7085765,660807,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,IKEU (Integrerad KalkningsEffektUppföljning),Västernorrlands län,Örnsköldsvik,WA79262932,WA79262932,643652,1999-02-17,1999,2,17,0.50,0.50,NA,Vid detta provtagningstillfälle har analys av vattenkemi utförts av institutionen för vatten och miljö. SLU. samt institutionen för miljövetenskap och analytisk kemi. Stockholms universitet. Proverna har olika ProvId i Miljödata MVM eftersom de är analyserade på olika lab. men om lokal. datum och provtagningsdjup överensstämmer härrör de från samma vattenprov.,NA,NA,180.00,94.20,NA
Remmarsjön,60,SE708619-162132,7085765,660807,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Västernorrlands län,Örnsköldsvik,WA79262932,WA79262932,30804,1999-04-14,1999,4,14,0.50,0.50,NA,NA,NA,NA,NA,NA,150.00
Remmarsjön,60,SE708619-162132,7085765,660807,7085765,660807,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,IKEU (Integrerad KalkningsEffektUppföljning),Västernorrlands län,Örnsköldsvik,WA79262932,WA79262932,643653,1999-04-14,1999,4,14,0.50,0.50,NA,Vid detta provtagningstillfälle har analys av vattenkemi utförts av institutionen för vatten och miljö. SLU. samt institutionen för miljövetenskap och analytisk kemi. Stockholms universitet. Proverna har olika ProvId i Miljödata MVM eftersom de är analyserade på olika lab. men om lokal. datum och provtagningsdjup överensstämmer härrör de från samma vattenprov.,NA,NA,160.00,59.30,NA
Remmarsjön,60,SE708619-162132,7085765,660807,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Västernorrlands län,Örnsköldsvik,WA79262932,WA79262932,30807,1999-05-26,1999,5,26,0.50,0.50,NA,NA,NA,NA,NA,NA,175.00
Remmarsjön,60,SE708619-162132,7085765,660807,7085765,660807,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,IKEU (Integrerad KalkningsEffektUppföljning),Västernorrlands län,Örnsköldsvik,WA79262932,WA79262932,643654,1999-05-26,1999,5,26,0.50,0.50,NA,Vid detta provtagningstillfälle har analys av vattenkemi utförts av institutionen för vatten och miljö. SLU. samt institutionen för miljövetenskap och analytisk kemi. Stockholms universitet. Proverna har olika ProvId i Miljödata MVM eftersom de är analyserade på olika lab. men om lokal. datum och provtagningsdjup överensstämmer härrör de från samma vattenprov.,NA,NA,170.00,80.10,NA
